timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
1609459200000,736.42,749.0,714.29,728.91,675114.09329,1609545599999,496072043.77740735,483671,338988.53158,249240373.938684,0
1609545600000,728.91,787.69,714.91,774.56,1352618.57668,1609631999999,1024472182.612087,824134,686674.73342,519915827.0114855,0
1609632000000,774.44,1011.07,768.71,978.28,2813603.88615,1609718399999,2522411859.73161,1636501,1439027.79886,1290266275.5931487,0
1609718400000,978.33,1162.97,890.0,1041.43,4245010.94004,1609804799999,4303634203.219599,2477862,2126337.6721,2157639019.329192,0
1609804800000,1041.45,1134.6,974.45,1099.56,2706995.67525,1609891199999,2857050280.0081425,1960503,1337641.02794,1412551452.853558,0
1609891200000,1100.16,1213.0,1057.26,1208.42,2390136.59334,1609977599999,2725262121.2885127,1600888,1227955.8885,1401239480.530579,0
1609977600000,1208.75,1289.0,1131.0,1224.87,1972922.82059,1610063999999,2406219891.3685346,1402699,974726.97516,1189746026.1513844,0
1610064000000,1224.86,1273.75,1065.0,1216.93,2131172.92341,1610150399999,2543427452.5801253,1718817,1042889.10509,1246619297.4198394,0
1610150400000,1216.72,1304.37,1171.36,1276.0,1448871.11514,1610236799999,1780137376.4164696,1131871,746369.6968,918333130.76833,0
1610236800000,1276.0,1348.33,1170.0,1254.25,1951179.35003,1610323199999,2517791852.407762,1437486,979792.30536,1266203575.0952868,0
1610323200000,1254.24,1260.0,915.0,1087.01,4068784.65678,1610409599999,4290593989.580177,2557613,1966216.19764,2073558269.9400127,0
1610409600000,1087.0,1150.02,1006.33,1050.16,2302645.34052,1610495999999,2491067092.510127,1516625,1149858.00491,1244662146.2852807,0
1610496000000,1050.36,1137.65,987.48,1129.89,1564202.39081,1610582399999,1664178969.0738044,1123983,792814.80569,844656818.225537,0
1610582400000,1129.79,1247.55,1086.7,1231.62,1555737.38556,1610668799999,1825860914.173796,1255769,794405.96443,932454704.1013688,0
1610668800000,1231.89,1256.98,1069.42,1168.53,1944038.83738,1610755199999,2302781118.95874,1519266,966118.73281,1145518024.4912322,0
1610755200000,1168.48,1298.0,1151.77,1227.83,1575384.43797,1610841599999,1927453174.6117928,1252473,804431.16803,984555467.09146,0
1610841600000,1227.83,1269.02,1165.0,1232.45,1317285.00579,1610927999999,1606424364.4970417,1121278,665250.50449,811881943.4555254,0
1610928000000,1232.5,1260.75,1182.58,1258.45,998050.11073,1611014399999,1223628040.7372608,940604,499759.24002,613148505.5656064,0
1611014400000,1258.52,1438.3,1251.49,1365.36,2278852.55758,1611100799999,3120980923.930309,1840481,1158029.40293,1585793803.6607609,0
1611100800000,1365.36,1407.93,1235.42,1376.99,2219137.62144,1611187199999,2931656296.4670005,1852253,1103381.0876,1459031149.789856,0
1611187200000,1376.72,1390.0,1086.0,1110.96,2254164.80365,1611273599999,2787012514.7809706,1823458,1088341.96818,1346852630.2030852,0
1611273600000,1111.98,1273.79,1042.31,1232.62,2020593.21673,1611359999999,2360267831.3175545,1652010,1036188.85921,1212076603.4709723,0
1611360000000,1232.61,1272.44,1195.9,1233.6,1009545.08258,1611446399999,1250575691.7627306,932871,505750.89704,626781286.5809959,0
1611446400000,1233.46,1398.83,1220.0,1392.51,1510879.53817,1611532799999,1996765627.5405192,1313986,790374.50924,1045052388.6384156,0
1611532800000,1392.19,1475.0,1293.69,1317.88,1885441.31289,1611619199999,2644267236.897188,1661512,943347.25829,1324815913.9859085,0
1611619200000,1317.6,1378.49,1244.56,1365.97,1682923.65799,1611705599999,2216751668.3927126,1423178,856659.30135,1128968367.853891,0
1611705600000,1366.54,1373.9,1207.0,1239.03,2009772.08358,1611791999999,2554649901.074845,1737296,997748.24567,1268777717.4971037,0
1611792000000,1238.93,1360.0,1217.23,1329.69,1365269.71962,1611878399999,1790490878.1937945,1275024,702526.23919,922191761.3683512,0
1611878400000,1329.44,1436.9,1285.35,1379.5,2253963.18682,1611964799999,3077996801.2317657,1714076,1126572.38403,1539947796.2074935,0
1611964800000,1379.56,1406.0,1326.41,1378.05,1040042.2363,1612051199999,1414231402.543883,1013174,508185.46266,691043000.9994265,0
1612051200000,1378.04,1380.74,1281.12,1312.55,958704.85571,1612137599999,1276842259.9713488,828176,448756.56134,597602925.7805631,0
1612137600000,1312.45,1377.99,1269.99,1374.17,1096397.91862,1612223999999,1449463766.7237952,915584,550007.37258,727808340.6755197,0
1612224000000,1374.09,1547.9,1360.28,1511.87,1944227.99878,1612310399999,2821617332.3997846,1614541,986022.09176,1431300798.430241,0
1612310400000,1511.93,1669.35,1508.39,1664.49,1535869.88801,1612396799999,2418887041.587561,1384979,793334.97198,1249029451.1419609,0
1612396800000,1664.67,1695.2,1554.44,1595.67,1646502.32962,1612483199999,2693099602.275608,1507993,825236.64834,1350478681.245404,0
1612483200000,1595.53,1760.49,1591.0,1719.19,1194123.29946,1612569599999,2011685911.1668868,1326415,600948.63761,1012301493.0861531,0
